category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-players,/nfl/advanced/players/cb/yards-per-reception-allowed,Yards per Reception Allowed | NFL Advanced Stats,no,3,Javon BullardJ. Bullard,/nfl/player-pages/24124/javon-bullard,Green Bay Packers,SAF,2026,2.0,2.0,2.0,2.0,2.0,-,2.0,
advanced-players,/nfl/advanced/players/cb/yards-per-reception-allowed,Yards per Reception Allowed | NFL Advanced Stats,no,5,Upton StoutU. Stout,/nfl/player-pages/19504/upton-stout,San Francisco 49ers,CB,2026,3.0,3.0,3.0,3.0,3.0,-,3.0,
advanced-players,/nfl/advanced/players/cb/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,1,Jeremy ReavesJ. Reaves,/nfl/player-pages/1769/jeremy-reaves,Washington Commanders,DB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,1,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,1,Carlton Davis IIIC. Davis III,/nfl/player-pages/17139/carlton-davis-iii,New England Patriots,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,1,Theo JacksonT. Jackson,/nfl/player-pages/19943/theo-jackson,Minnesota Vikings,DB,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed,Yards per Target Allowed | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed,Yards per Target Allowed | NFL Advanced Stats,no,1,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed,Yards per Target Allowed | NFL Advanced Stats,no,1,Carlton Davis IIIC. Davis III,/nfl/player-pages/17139/carlton-davis-iii,New England Patriots,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed,Yards per Target Allowed | NFL Advanced Stats,no,4,Jarrian JonesJ. Jones,/nfl/player-pages/6677/jarrian-jones,Jacksonville Jaguars,CB,2026,0.3,0.3,0.3,0.3,0.3,0.3,-,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed,Yards per Target Allowed | NFL Advanced Stats,no,5,Javon BullardJ. Bullard,/nfl/player-pages/24124/javon-bullard,Green Bay Packers,SAF,2026,0.7,0.7,0.7,0.7,0.7,-,0.7,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-man,Yards per Target Allowed vs. Man | NFL Advanced Stats,no,1,Brandon StephensB. Stephens,/nfl/player-pages/138/brandon-stephens,New York Jets,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-man,Yards per Target Allowed vs. Man | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-man,Yards per Target Allowed vs. Man | NFL Advanced Stats,no,1,Jonas SankerJ. Sanker,/nfl/player-pages/1150/jonas-sanker,New Orleans Saints,SAF,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-man,Yards per Target Allowed vs. Man | NFL Advanced Stats,no,1,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-man,Yards per Target Allowed vs. Man | NFL Advanced Stats,no,1,Jalen PitreJ. Pitre,/nfl/player-pages/2652/jalen-pitre,Houston Texans,SAF,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-zone,Yards per Target Allowed vs. Zone | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-zone,Yards per Target Allowed vs. Zone | NFL Advanced Stats,no,1,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-zone,Yards per Target Allowed vs. Zone | NFL Advanced Stats,no,1,Rasul DouglasR. Douglas,/nfl/player-pages/2232/rasul-douglas,Washington Commanders,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-zone,Yards per Target Allowed vs. Zone | NFL Advanced Stats,no,1,Malik MuhammadM. Muhammad,/nfl/player-pages/110727/malik-muhammad,Chicago Bears,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yards-per-target-allowed-vs-zone,Yards per Target Allowed vs. Zone | NFL Advanced Stats,no,1,Jacob ParrishJ. Parrish,/nfl/player-pages/9341/jacob-parrish,Tampa Bay Buccaneers,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-man,YPRR Allowed vs. Man | NFL Advanced Stats,no,1,Brandon StephensB. Stephens,/nfl/player-pages/138/brandon-stephens,New York Jets,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-man,YPRR Allowed vs. Man | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-man,YPRR Allowed vs. Man | NFL Advanced Stats,no,1,Cobie DurantC. Durant,/nfl/player-pages/582/cobie-durant,Dallas Cowboys,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-man,YPRR Allowed vs. Man | NFL Advanced Stats,no,1,Jonas SankerJ. Sanker,/nfl/player-pages/1150/jonas-sanker,New Orleans Saints,SAF,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-man,YPRR Allowed vs. Man | NFL Advanced Stats,no,1,Jeremy ReavesJ. Reaves,/nfl/player-pages/1769/jeremy-reaves,Washington Commanders,DB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-zone,YPRR Allowed vs. Zone | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-zone,YPRR Allowed vs. Zone | NFL Advanced Stats,no,1,Jeremy ReavesJ. Reaves,/nfl/player-pages/1769/jeremy-reaves,Washington Commanders,DB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-zone,YPRR Allowed vs. Zone | NFL Advanced Stats,no,1,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-zone,YPRR Allowed vs. Zone | NFL Advanced Stats,no,1,Rasul DouglasR. Douglas,/nfl/player-pages/2232/rasul-douglas,Washington Commanders,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/yprr-allowed-vs-zone,YPRR Allowed vs. Zone | NFL Advanced Stats,no,1,Malik MuhammadM. Muhammad,/nfl/player-pages/110727/malik-muhammad,Chicago Bears,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,1,Jamel DeanJ. Dean,/nfl/player-pages/16839/jamel-dean,Pittsburgh Steelers,CB,2026,95.7%,95.7%,95.7%,95.7%,95.7%,95.7%,-,
advanced-players,/nfl/advanced/players/cb/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,1,Asante Samuel Jr.A. Samuel Jr.,/nfl/player-pages/22187/asante-samuel-jr,Pittsburgh Steelers,CB,2026,95.7%,95.7%,95.7%,95.7%,95.7%,95.7%,-,
advanced-players,/nfl/advanced/players/cb/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,3,Jalen RamseyJ. Ramsey,/nfl/player-pages/11422/jalen-ramsey,Pittsburgh Steelers,CB,2026,94.7%,94.7%,94.7%,94.7%,94.7%,94.7%,-,
advanced-players,/nfl/advanced/players/cb/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,4,Jeremy ReavesJ. Reaves,/nfl/player-pages/1769/jeremy-reaves,Washington Commanders,DB,2026,90.0%,90.0%,90.0%,90.0%,90.0%,-,90.0%,
advanced-players,/nfl/advanced/players/cb/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,5,Theo JacksonT. Jackson,/nfl/player-pages/19943/theo-jackson,Minnesota Vikings,DB,2026,88.9%,88.9%,88.9%,88.9%,88.9%,88.9%,-,
advanced-players,/nfl/advanced/players/efficiency/draftkings-fantasy-points-per-game,"DraftKings, Fantasy Points Per Game | NFL Advanced Stats",no,1,Josh AllenJ. Allen,/nfl/player-pages/13812/josh-allen,Buffalo Bills,QB,2026,38.7,38.7,38.7,38.7,38.7,-,38.7,
advanced-players,/nfl/advanced/players/efficiency/draftkings-fantasy-points-per-game,"DraftKings, Fantasy Points Per Game | NFL Advanced Stats",no,2,Derrick HenryD. Henry,/nfl/player-pages/14874/derrick-henry,Baltimore Ravens,RB,2026,38.3,38.3,38.3,38.3,38.3,-,38.3,
advanced-players,/nfl/advanced/players/efficiency/draftkings-fantasy-points-per-game,"DraftKings, Fantasy Points Per Game | NFL Advanced Stats",no,3,Jahmyr GibbsJ. Gibbs,/nfl/player-pages/14931/jahmyr-gibbs,Detroit Lions,RB,2026,37.6,37.6,37.6,37.6,37.6,37.6,-,
advanced-players,/nfl/advanced/players/efficiency/draftkings-fantasy-points-per-game,"DraftKings, Fantasy Points Per Game | NFL Advanced Stats",no,4,Caleb WilliamsC. Williams,/nfl/player-pages/20241/caleb-williams,Chicago Bears,QB,2026,37.3,37.3,37.3,37.3,37.3,-,37.3,
advanced-players,/nfl/advanced/players/efficiency/draftkings-fantasy-points-per-game,"DraftKings, Fantasy Points Per Game | NFL Advanced Stats",no,5,Kenneth Walker IIIK. Walker III,/nfl/player-pages/2659/kenneth-walker-iii,Kansas City Chiefs,RB,2026,37.1,37.1,37.1,37.1,37.1,37.1,-,
advanced-players,/nfl/advanced/players/efficiency/fanduel-fantasy-points-per-game,"FanDuel, Fantasy Points Per Game | NFL Advanced Stats",no,1,Josh AllenJ. Allen,/nfl/player-pages/13812/josh-allen,Buffalo Bills,QB,2026,38.7,38.7,38.7,38.7,38.7,-,38.7,
advanced-players,/nfl/advanced/players/efficiency/fanduel-fantasy-points-per-game,"FanDuel, Fantasy Points Per Game | NFL Advanced Stats",no,2,Derrick HenryD. Henry,/nfl/player-pages/14874/derrick-henry,Baltimore Ravens,RB,2026,37.8,37.8,37.8,37.8,37.8,-,37.8,
advanced-players,/nfl/advanced/players/efficiency/fanduel-fantasy-points-per-game,"FanDuel, Fantasy Points Per Game | NFL Advanced Stats",no,3,Caleb WilliamsC. Williams,/nfl/player-pages/20241/caleb-williams,Chicago Bears,QB,2026,37.3,37.3,37.3,37.3,37.3,-,37.3,
advanced-players,/nfl/advanced/players/efficiency/fanduel-fantasy-points-per-game,"FanDuel, Fantasy Points Per Game | NFL Advanced Stats",no,4,Kenneth Walker IIIK. Walker III,/nfl/player-pages/2659/kenneth-walker-iii,Kansas City Chiefs,RB,2026,35.6,35.6,35.6,35.6,35.6,35.6,-,
advanced-players,/nfl/advanced/players/efficiency/fanduel-fantasy-points-per-game,"FanDuel, Fantasy Points Per Game | NFL Advanced Stats",no,5,Bryce YoungB. Young,/nfl/player-pages/21328/bryce-young,Carolina Panthers,QB,2026,35.4,35.4,35.4,35.4,35.4,35.4,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-dropbacks,Fantasy Points Per Dropback | NFL Advanced Stats,no,1,Caleb WilliamsC. Williams,/nfl/player-pages/20241/caleb-williams,Chicago Bears,QB,2026,1.20,1.20,1.20,1.20,1.20,-,1.20,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-dropbacks,Fantasy Points Per Dropback | NFL Advanced Stats,no,2,Josh AllenJ. Allen,/nfl/player-pages/13812/josh-allen,Buffalo Bills,QB,2026,1.11,1.11,1.11,1.11,1.11,-,1.11,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-dropbacks,Fantasy Points Per Dropback | NFL Advanced Stats,no,3,Jaxson DartJ. Dart,/nfl/player-pages/4460/jaxson-dart,New York Giants,QB,2026,0.86,0.86,0.86,0.86,0.86,0.86,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-dropbacks,Fantasy Points Per Dropback | NFL Advanced Stats,no,4,Bryce YoungB. Young,/nfl/player-pages/21328/bryce-young,Carolina Panthers,QB,2026,0.81,0.81,0.81,0.81,0.81,0.81,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-dropbacks,Fantasy Points Per Dropback | NFL Advanced Stats,no,5,Brock PurdyB. Purdy,/nfl/player-pages/18209/brock-purdy,San Francisco 49ers,QB,2026,0.62,0.62,0.62,0.62,0.62,-,0.62,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-opportunity,Fantasy Points Per Opportunity | NFL Advanced Stats,no,1,Josh PalmerJ. Palmer,/nfl/player-pages/24050/josh-palmer,Buffalo Bills,WR,2026,5.2,5.2,5.2,5.2,5.2,-,5.2,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-opportunity,Fantasy Points Per Opportunity | NFL Advanced Stats,no,2,Josh CameronJ. Cameron,/nfl/player-pages/110416/josh-cameron,Jacksonville Jaguars,WR,2026,5.0,5.0,5.0,5.0,5.0,5.0,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-opportunity,Fantasy Points Per Opportunity | NFL Advanced Stats,no,3,Rashee RiceR. Rice,/nfl/player-pages/4980/rashee-rice,Kansas City Chiefs,WR,2026,5.0,5.0,5.0,5.0,5.0,5.0,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-opportunity,Fantasy Points Per Opportunity | NFL Advanced Stats,no,4,Dallas GoedertD. Goedert,/nfl/player-pages/19922/dallas-goedert,Philadelphia Eagles,TE,2026,4.7,4.7,4.7,4.7,4.7,4.7,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-opportunity,Fantasy Points Per Opportunity | NFL Advanced Stats,no,5,Demarcus RobinsonD. Robinson,/nfl/player-pages/13220/demarcus-robinson,San Francisco 49ers,WR,2026,4.3,4.3,4.3,4.3,4.3,-,4.3,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-route-run,Fantasy Points Per Route Run | NFL Advanced Stats,no,1,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,2.36,2.36,2.36,2.36,2.36,-,2.36,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-route-run,Fantasy Points Per Route Run | NFL Advanced Stats,no,2,Antonio WilliamsA. Williams,/nfl/player-pages/110939/antonio-williams,Washington Commanders,WR,2026,1.49,1.49,1.49,1.49,1.49,-,1.49,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-route-run,Fantasy Points Per Route Run | NFL Advanced Stats,no,3,Parker WashingtonP. Washington,/nfl/player-pages/19762/parker-washington,Jacksonville Jaguars,WR,2026,1.29,1.29,1.29,1.29,1.29,1.29,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-route-run,Fantasy Points Per Route Run | NFL Advanced Stats,no,4,Isaiah LikelyI. Likely,/nfl/player-pages/21028/isaiah-likely,New York Giants,TE,2026,1.21,1.21,1.21,1.21,1.21,1.21,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-route-run,Fantasy Points Per Route Run | NFL Advanced Stats,no,5,Ashton JeantyA. Jeanty,/nfl/player-pages/20978/ashton-jeanty,Las Vegas Raiders,RB,2026,1.18,1.18,1.18,1.18,1.18,1.18,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-snap,Fantasy Points Per Snap | NFL Advanced Stats,no,1,Derrick HenryD. Henry,/nfl/player-pages/14874/derrick-henry,Baltimore Ravens,RB,2026,0.95,0.95,0.95,0.95,0.95,-,0.95,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-snap,Fantasy Points Per Snap | NFL Advanced Stats,no,2,Isaiah LikelyI. Likely,/nfl/player-pages/21028/isaiah-likely,New York Giants,TE,2026,0.82,0.82,0.82,0.82,0.82,0.82,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-snap,Fantasy Points Per Snap | NFL Advanced Stats,no,3,D'Andre SwiftD. Swift,/nfl/player-pages/3975/dandre-swift,Chicago Bears,RB,2026,0.75,0.75,0.75,0.75,0.75,-,0.75,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-snap,Fantasy Points Per Snap | NFL Advanced Stats,no,4,David MontgomeryD. Montgomery,/nfl/player-pages/13191/david-montgomery,Houston Texans,RB,2026,0.74,0.74,0.74,0.74,0.74,0.74,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-snap,Fantasy Points Per Snap | NFL Advanced Stats,no,5,Kenneth Walker IIIK. Walker III,/nfl/player-pages/2659/kenneth-walker-iii,Kansas City Chiefs,RB,2026,0.73,0.73,0.73,0.73,0.73,0.73,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target,Fantasy Points Per Target | NFL Advanced Stats,no,1,Jakobi MeyersJ. Meyers,/nfl/player-pages/9298/jakobi-meyers,Jacksonville Jaguars,WR,2026,6.0,6.0,6.0,6.0,6.0,6.0,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target,Fantasy Points Per Target | NFL Advanced Stats,no,2,Josh PalmerJ. Palmer,/nfl/player-pages/24050/josh-palmer,Buffalo Bills,WR,2026,5.2,5.2,5.2,5.2,5.2,-,5.2,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target,Fantasy Points Per Target | NFL Advanced Stats,no,3,Josh CameronJ. Cameron,/nfl/player-pages/110416/josh-cameron,Jacksonville Jaguars,WR,2026,5.0,5.0,5.0,5.0,5.0,5.0,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target,Fantasy Points Per Target | NFL Advanced Stats,no,4,Rashee RiceR. Rice,/nfl/player-pages/4980/rashee-rice,Kansas City Chiefs,WR,2026,5.0,5.0,5.0,5.0,5.0,5.0,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target,Fantasy Points Per Target | NFL Advanced Stats,no,5,Dallas GoedertD. Goedert,/nfl/player-pages/19922/dallas-goedert,Philadelphia Eagles,TE,2026,4.7,4.7,4.7,4.7,4.7,4.7,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-man,Fantasy Points Per Target vs. Man | NFL Advanced Stats,no,1,T.J. HockensonT. Hockenson,/nfl/player-pages/24391/tj-hockenson,Minnesota Vikings,TE,2026,8.6,8.6,8.6,8.6,8.6,8.6,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-man,Fantasy Points Per Target vs. Man | NFL Advanced Stats,no,2,Ashton JeantyA. Jeanty,/nfl/player-pages/20978/ashton-jeanty,Las Vegas Raiders,RB,2026,8.3,8.3,8.3,8.3,8.3,8.3,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-man,Fantasy Points Per Target vs. Man | NFL Advanced Stats,no,3,David MontgomeryD. Montgomery,/nfl/player-pages/13191/david-montgomery,Houston Texans,RB,2026,7.7,7.7,7.7,7.7,7.7,7.7,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-man,Fantasy Points Per Target vs. Man | NFL Advanced Stats,no,4,Josh CameronJ. Cameron,/nfl/player-pages/110416/josh-cameron,Jacksonville Jaguars,WR,2026,7.4,7.4,7.4,7.4,7.4,7.4,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-man,Fantasy Points Per Target vs. Man | NFL Advanced Stats,no,5,Parker WashingtonP. Washington,/nfl/player-pages/19762/parker-washington,Jacksonville Jaguars,WR,2026,5.8,5.8,5.8,5.8,5.8,5.8,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-zone,Fantasy Points Per Target vs. Zone | NFL Advanced Stats,no,1,Brenton StrangeB. Strange,/nfl/player-pages/3328/brenton-strange,Jacksonville Jaguars,TE,2026,8.4,8.4,8.4,8.4,8.4,8.4,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-zone,Fantasy Points Per Target vs. Zone | NFL Advanced Stats,no,2,Jakobi MeyersJ. Meyers,/nfl/player-pages/9298/jakobi-meyers,Jacksonville Jaguars,WR,2026,6.0,6.0,6.0,6.0,6.0,6.0,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-zone,Fantasy Points Per Target vs. Zone | NFL Advanced Stats,no,3,Jonathon BrooksJ. Brooks,/nfl/player-pages/923/jonathon-brooks,Carolina Panthers,RB,2026,5.8,5.8,5.8,5.8,5.8,5.8,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-zone,Fantasy Points Per Target vs. Zone | NFL Advanced Stats,no,4,Isaiah LikelyI. Likely,/nfl/player-pages/21028/isaiah-likely,New York Giants,TE,2026,5.0,5.0,5.0,5.0,5.0,5.0,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-target-vs-zone,Fantasy Points Per Target vs. Zone | NFL Advanced Stats,no,5,Rashee RiceR. Rice,/nfl/player-pages/4980/rashee-rice,Kansas City Chiefs,WR,2026,5.0,5.0,5.0,5.0,5.0,5.0,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-touch,Fantasy Points Per Touch | NFL Advanced Stats,no,1,Dallas GoedertD. Goedert,/nfl/player-pages/19922/dallas-goedert,Philadelphia Eagles,TE,2026,5.9,5.9,5.9,5.9,5.9,5.9,-,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-touch,Fantasy Points Per Touch | NFL Advanced Stats,no,2,Christian WatsonC. Watson,/nfl/player-pages/19237/christian-watson,Green Bay Packers,WR,2026,5.5,5.5,5.5,5.5,5.5,-,5.5,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-touch,Fantasy Points Per Touch | NFL Advanced Stats,no,3,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,5.2,5.2,5.2,5.2,5.2,-,5.2,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-touch,Fantasy Points Per Touch | NFL Advanced Stats,no,4,Juwan JohnsonJ. Johnson,/nfl/player-pages/14481/juwan-johnson,New Orleans Saints,TE,2026,4.8,4.8,4.8,4.8,4.8,-,4.8,
advanced-players,/nfl/advanced/players/efficiency/fantasy-points-per-touch,Fantasy Points Per Touch | NFL Advanced Stats,no,5,Jalen CokerJ. Coker,/nfl/player-pages/9884/jalen-coker,Carolina Panthers,WR,2026,4.2,4.2,4.2,4.2,4.2,4.2,-,
